local_goals,local_name,match,visitor_goals,visitor_name
3,Boca Juniors,Torneo Clausura 1998 - Fecha 10,2,River Plate
1,River Plate,Torneo Apertura 1997 - Fecha 10,2,Boca Juniors
3,River Plate,Torneo Clausura 1997 - Fecha 6,3,Boca Juniors
3,Boca Juniors,Torneo Apertura 1996 - Fecha 6,2,River Plate
4,Boca Juniors,Torneo Clausura 1996 - Fecha 16,1,River Plate
0,River Plate,Torneo Apertura 1995 - Fecha 16,0,Boca Juniors
2,River Plate,Torneo Clausura 1995 - Fecha 18,4,Boca Juniors
0,Boca Juniors,Torneo Apertura 1994 - Fecha 18,3,River Plate
0,Boca Juniors,Torneo Clausura 1994 - Fecha 6,2,River Plate
0,River Plate,Torneo Apertura 1993 - Fecha 6,1,Boca Juniors
0,River Plate,Torneo Clausura 1993 - Fecha 10,2,Boca Juniors
1,Boca Juniors,Torneo Apertura 1992 - Fecha 10,0,River Plate
2,River Plate,Torneo Clausura 1992 - Fecha 11,2,Boca Juniors
0,Boca Juniors,Torneo Apertura 1991 - Fecha 11,0,River Plate
1,Boca Juniors,Torneo Clausura 1991 - Fecha 6,0,River Plate
2,River Plate,Campeonato 1990/91 - Fecha 6,0,Boca Juniors
1,River Plate,Campeonato 1989/90 - Fecha 21,1,Boca Juniors
1,Boca Juniors,Campeonato 1989/90 - Fecha 2,0,River Plate
1,Boca Juniors,Campeonato 1988/89 - Liguilla Libertadores,2,River Plate
0,Boca Juniors,Campeonato 1988/89 - Liguilla Libertadores,0,River Plate
0,River Plate,Campeonato 1988/89 - Liguilla Libertadores,0,Boca Juniors
0,Boca Juniors,Campeonato 1988/89 - Fecha 21,0,River Plate
0,River Plate,Campeonato 1988/89 - Fecha 2,2,Boca Juniors
2,Boca Juniors,Campeonato 1987/88 - Fecha 34,2,River Plate
3,River Plate,Campeonato 1987/88 - Fecha 15,2,Boca Juniors
1,River Plate,Campeonato 1986/87  - Fecha 36,1,Boca Juniors
1,Boca Juniors,Campeonato 1986/87  - Fecha 17,0,River Plate
0,Boca Juniors,Campeonato 1985/86  - Fecha 36,2,River Plate
1,River Plate,Campeonato 1985/86  - Fecha 17,0,Boca Juniors
4,River Plate,Metropolitano 1984 - Fecha 32,1,Boca Juniors
1,Boca Juniors,Metropolitano 1984 - Fecha 13,1,River Plate
1,Boca Juniors,Metropolitano 1983 - Fecha 24,0,River Plate
1,River Plate,Metropolitano 1983 - Fecha 5,2,Boca Juniors
0,Boca Juniors,Metropolitano 1982 - Fecha 31,2,River Plate
1,River Plate,Metropolitano 1982 - Fecha 12,1,Boca Juniors
0,Boca Juniors,Torneo Nacional 1982 - Torneo Nacional,0,River Plate
1,River Plate,Torneo Nacional 1982 - Torneo Nacional,5,Boca Juniors
1,River Plate,Metropolitano 1981 - Fecha 27,1,Boca Juniors
3,Boca Juniors,Metropolitano 1981 - Fecha 10,0,River Plate
2,River Plate,Nacional 1981 - Fecha Intergrupo,2,Boca Juniors
2,Boca Juniors,Nacional 1981 - Fecha Intergrupo,3,River Plate
2,River Plate,Metropolitano 1980 - Fecha 23,1,Boca Juniors
2,Boca Juniors,Metropolitano 1980 - Fecha 4,5,River Plate
1,Boca Juniors,Nacional 1980 - Fecha Intergrupo,0,River Plate
2,River Plate,Nacional 1980 - Fecha Intergrupo,2,Boca Juniors
1,Boca Juniors,Nacional 1979 - Fecha Intergrupo,1,River Plate
1,River Plate,Nacional 1979 - Fecha Intergrupo,1,Boca Juniors
1,River Plate,Metropolitano 1978 - Fecha 38,0,Boca Juniors
1,Boca Juniors,Metropolitano 1978 - Fecha 17,0,River Plate
1,Boca Juniors,Metropolitano 1977 - Fecha 45,2,River Plate
1,River Plate,Metropolitano 1977 - Fecha 22,1,Boca Juniors
1,Boca Juniors,Metropolitano 1976 - Ronda Final,1,River Plate
0,Boca Juniors,Metropolitano 1976 - Fecha Intergrupo,1,River Plate
0,River Plate,Metropolitano 1976 - Fecha Intergrupo,0,Boca Juniors
1,Boca Juniors,Nacional 1976 - Final,0,River Plate
0,River Plate,Nacional 1976 - Fecha Intergrupo,2,Boca Juniors
1,Boca Juniors,Nacional 1976 - Fecha Intergrupo,1,River Plate
0,River Plate,Metropolitano 1975 - Fecha 34,1,Boca Juniors
1,Boca Juniors,Metropolitano 1975 - Fecha 15,2,River Plate
1,River Plate,Nacional 1975 - Fecha Intergrupo,2,Boca Juniors
1,Boca Juniors,Nacional 1975 - Fecha Intergrupo,2,River Plate
3,River Plate,Metropolitano 1974 - Fecha Intergrupo,1,Boca Juniors
5,Boca Juniors,Metropolitano 1974 - Fecha Intergrupo,2,River Plate
1,River Plate,Nacional 1974 - Fecha Intergrupo,1,Boca Juniors
1,Boca Juniors,Nacional 1974 - Fecha Intergrupo,0,River Plate
5,Boca Juniors,Metropolitano 1973 - Fecha 18,2,River Plate
2,River Plate,Metropolitano 1973 - Fecha 1,1,Boca Juniors
0,Boca Juniors,Nacional 1973 - Fecha Intergrupo,1,River Plate
2,Boca Juniors,Metropolitano 1972 - Fecha 20,2,River Plate
0,River Plate,Metropolitano 1972 - Fecha 3,4,Boca Juniors
3,River Plate,Nacional 1972 - Semifinales,2,Boca Juniors
5,River Plate,Nacional 1972 - Fecha Intergrupo,4,Boca Juniors
3,River Plate,Metropolitano 1971 - Fecha 21,3,Boca Juniors
1,Boca Juniors,Metropolitano 1971 - Fecha 2,2,River Plate
3,River Plate,Nacional 1971 - Fecha Intergrupo,1,Boca Juniors
1,Boca Juniors,Metropolitano 1970 - Fecha 15,0,River Plate
0,Boca Juniors,Nacional 1970 - Fecha Intergrupo,0,River Plate
2,River Plate,Nacional 1970 - Fecha Intergrupo,1,Boca Juniors
0,Boca Juniors,Metropolitano 1969 - Semifinales,0,River Plate
2,River Plate,Metropolitano 1969 - Fecha Intergrupo,0,Boca Juniors
1,Boca Juniors,Metropolitano 1969 - Fecha Intergrupo,1,River Plate
2,River Plate,Nacional 1969 - Fecha 17,2,Boca Juniors
0,River Plate,Metropolitano 1968 - Fecha Intergrupo,0,Boca Juniors
1,Boca Juniors,Metropolitano 1968 - Fecha Intergrupo,1,River Plate
3,Boca Juniors,Nacional 1968 - Fecha 8,1,River Plate
1,River Plate,Metropolitano 1967 - Fecha Intergrupo,0,Boca Juniors
0,Boca Juniors,Metropolitano 1967 - Fecha Intergrupo,0,River Plate
0,River Plate,Nacional 1967 - Fecha 12,1,Boca Juniors
2,River Plate,Campeonato 1966 - Fecha 24,0,Boca Juniors
1,Boca Juniors,Campeonato 1966 - Fecha 5,3,River Plate
2,Boca Juniors,Campeonato 1965 - Fecha 32,1,River Plate
1,River Plate,Campeonato 1965 - Fecha 15,2,Boca Juniors
1,Boca Juniors,Campeonato 1964 - Fecha 29,1,River Plate
0,River Plate,Campeonato 1964 - Fecha 14,0,Boca Juniors
0,River Plate,Campeonato 1963 - Fecha 25,1,Boca Juniors
2,Boca Juniors,Campeonato 1963 - Fecha 12,0,River Plate
1,Boca Juniors,Campeonato 1962 - Fecha 29,0,River Plate
3,River Plate,Campeonato 1962 - Fecha 14,1,Boca Juniors
3,Boca Juniors,Campeonato 1961 - Fecha 27,1,River Plate
2,River Plate,Campeonato 1961 - Fecha 12,2,Boca Juniors
3,Boca Juniors,Campeonato 1960 - Fecha 18,1,River Plate
1,River Plate,Campeonato 1960 - Fecha 3,1,Boca Juniors
2,River Plate,Campeonato 1959 - Fecha 18,3,Boca Juniors
5,Boca Juniors,Campeonato 1959 - Fecha 3,1,River Plate
2,Boca Juniors,Campeonato 1958 - Fecha 29,2,River Plate
2,River Plate,Campeonato 1958 - Fecha 14,2,Boca Juniors
5,River Plate,Campeonato 1957 - Fecha 25,3,Boca Juniors
2,Boca Juniors,Campeonato 1957 - Fecha 10,2,River Plate
2,Boca Juniors,Campeonato 1956 - Fecha 17,1,River Plate
2,River Plate,Campeonato 1956 - Fecha 2,1,Boca Juniors
1,Boca Juniors,Campeonato 1955 - Fecha 29,2,River Plate
0,River Plate,Campeonato 1955 - Fecha 14,4,Boca Juniors
3,River Plate,Campeonato 1954 - Fecha 28,0,Boca Juniors
0,Boca Juniors,Campeonato 1954 - Fecha 13,1,River Plate
1,Boca Juniors,Campeonato 1953 - Fecha 27,0,River Plate
2,River Plate,Campeonato 1953 - Fecha 12,3,Boca Juniors
3,River Plate,Campeonato 1952 - Fecha 25,1,Boca Juniors
2,Boca Juniors,Campeonato 1952 - Fecha 10,1,River Plate
0,Boca Juniors,Campeonato 1951 - Fecha 31,3,River Plate
1,River Plate,Campeonato 1951 - Fecha 14,0,Boca Juniors
1,Boca Juniors,Campeonato 1950 - Fecha 27,2,River Plate
1,River Plate,Campeonato 1950 - Fecha 10,0,Boca Juniors
2,Boca Juniors,Campeonato 1949 - Fecha 30,0,River Plate
1,River Plate,Campeonato 1949 - Fecha 13,0,Boca Juniors
1,River Plate,Campeonato 1948 - Fecha 29,1,Boca Juniors
1,Boca Juniors,Campeonato 1948 - Fecha 14,2,River Plate
2,River Plate,Campeonato 1947 - Fecha 18,1,Boca Juniors
2,Boca Juniors,Campeonato 1947 - Fecha 3,0,River Plate
2,Boca Juniors,Campeonato 1946 - Fecha 25,0,River Plate
2,River Plate,Campeonato 1946 - Fecha 10,0,Boca Juniors
4,Boca Juniors,Campeonato 1945 - Fecha 28,1,River Plate
1,River Plate,Campeonato 1945 - Fecha 13,0,Boca Juniors
0,River Plate,Campeonato 1944 - Fecha 20,1,Boca Juniors
1,Boca Juniors,Campeonato 1944 - Fecha 5,1,River Plate
2,Boca Juniors,Campeonato 1943 - Fecha 20,1,River Plate
3,River Plate,Campeonato 1943 - Fecha 5,1,Boca Juniors
2,Boca Juniors,Campeonato 1942 - Fecha 28,2,River Plate
4,River Plate,Campeonato 1942 - Fecha 13,0,Boca Juniors
5,River Plate,Campeonato 1941 - Fecha 29,1,Boca Juniors
2,Boca Juniors,Campeonato 1941 - Fecha 14,1,River Plate
1,River Plate,Campeonato 1940 - Fecha 29,1,Boca Juniors
3,Boca Juniors,Campeonato 1940 - Fecha 12,1,River Plate
1,Boca Juniors,Campeonato 1939 - Fecha 30,2,River Plate
0,River Plate,Campeonato 1939 - Fecha 13,2,Boca Juniors
2,River Plate,Campeonato 1938 - Fecha 19,2,Boca Juniors
1,Boca Juniors,Campeonato 1938 - Fecha 2,2,River Plate
3,River Plate,Campeonato 1937 - Fecha 34,2,Boca Juniors
5,River Plate,Campeonato 1937 - Fecha 18,3,Boca Juniors
2,Boca Juniors,Campeonato 1937 - Fecha 16,1,River Plate
2,River Plate,Campeonato 1936 - Fecha 3,1,Boca Juniors
2,Boca Juniors,Copa de Honor 1936 - Fecha 3,3,River Plate
1,River Plate,Campeonato 1935 - Fecha 22,1,Boca Juniors
1,Boca Juniors,Campeonato 1935 - Fecha 5,0,River Plate
2,Boca Juniors,Campeonato 1934 - Fecha 32,0,River Plate
0,River Plate,Campeonato 1934 - Fecha 25,1,Boca Juniors
4,Boca Juniors,Campeonato 1934 - Fecha 12,1,River Plate
3,River Plate,Campeonato 1933 - Fecha 34,1,Boca Juniors
1,Boca Juniors,Campeonato 1933 - Fecha 17,1,River Plate
2,Boca Juniors,Campeonato 1932 - Fecha 32,1,River Plate
1,River Plate,Campeonato 1932 - Fecha 15,1,Boca Juniors
0,River Plate,Campeonato 1931 - Fecha 34,3,Boca Juniors
1,Boca Juniors,Campeonato 1931 - Fecha 17,1,River Plate
